order_purchase_date,warehouse_id,warehouse_name,carrier_id,carrier_name,sla_tier,shipment_count,sla_breach_count,on_time_count,sla_attainment_pct,avg_delay_days,real_late_delivery_count
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,10,6,4,40.0,0.9,1
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,27,25,2,7.41,0.41,3
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,20,14,6,30.0,0.15,1
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,14,5,9,64.29,0.0,0
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,18,16,2,11.11,0.0,0
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,14,10,4,28.57,0.86,1
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,3,1,2,66.67,0.0,0
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,14,14,0,0.0,1.93,3
2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,7,5,2,28.57,1.57,1
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,3,3,0,0.0,0.0,0
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,fast,4,4,0,0.0,0.0,0
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,2,2,0,0.0,0.0,0
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bulky,2,2,0,0.0,0.0,0
2018-05-12,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-12,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,7.0,1
2018-05-12,WH_NORTH,North FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,3,3,0,0.0,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_A,Carrier A,standard,4,3,1,25.0,1.25,1
2018-05-12,WH_SOUTH,South FC,CAR_B,Carrier B,fast,5,5,0,0.0,1.6,1
2018-05-12,WH_SOUTH,South FC,CAR_B,Carrier B,standard,4,4,0,0.0,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,1,1,0,0.0,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_C,Carrier C,standard,3,2,1,33.33,0.0,0
2018-05-12,WH_SOUTH,South FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,8,4,4,50.0,0.0,0
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,25,24,1,4.0,0.36,1
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,20,14,6,30.0,0.3,2
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,12,9,3,25.0,0.0,0
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,24,21,3,12.5,0.88,2
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,13,10,3,23.08,0.46,1
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,10,6,4,40.0,0.0,0
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,12,11,1,8.33,0.0,0
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,17,15,2,11.76,0.47,1
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,3,2,1,33.33,0.0,0
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,7,6,1,14.29,1.0,2
2018-05-12,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,10,5,5,50.0,0.7,1
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,3,3,0,0.0,0.33,1
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,fast,3,3,0,0.0,0.33,1
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,1,1,0,0.0,0.0,0
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-13,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-13,WH_NORTH,North FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-05-13,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,6.0,1
2018-05-13,WH_NORTH,North FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-05-13,WH_NORTH,North FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-05-13,WH_NORTH,North FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,2,1,1,50.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_A,Carrier A,fast,3,3,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_A,Carrier A,standard,9,3,6,66.67,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,2,2,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_B,Carrier B,fast,2,2,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_B,Carrier B,standard,5,5,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,1,1,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_C,Carrier C,standard,4,3,1,25.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,3,2,1,33.33,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-13,WH_SOUTH,South FC,CAR_D,Carrier D,standard,1,0,1,100.0,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,9,5,4,44.44,0.89,1
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,19,17,2,10.53,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,18,5,13,72.22,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,14,2,12,85.71,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,25,20,5,20.0,1.04,5
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,23,10,13,56.52,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,6,1,5,83.33,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,13,11,2,15.38,0.15,1
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,13,4,9,69.23,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,5,2,3,60.0,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,2,2,0,0.0,0.0,0
2018-05-13,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,6,5,1,16.67,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,3,2,1,33.33,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,3,2,1,33.33,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bulky,1,0,1,100.0,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,2,2,0,0.0,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,1,1,0,0.0,1.0,1
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,3,3,0,0.0,1.0,1
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bulky,3,3,0,0.0,1.0,1
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,2,2,0,0.0,0.0,0
2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-14,WH_NORTH,North FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-05-14,WH_NORTH,North FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-05-14,WH_NORTH,North FC,CAR_B,Carrier B,fast,2,2,0,0.0,0.0,0
2018-05-14,WH_NORTH,North FC,CAR_C,Carrier C,fast,2,2,0,0.0,0.0,0
2018-05-14,WH_NORTH,North FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-14,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,5,3,2,40.0,1.8,1
2018-05-14,WH_SOUTH,South FC,CAR_A,Carrier A,fast,3,3,0,0.0,0.0,0
2018-05-14,WH_SOUTH,South FC,CAR_A,Carrier A,standard,6,6,0,0.0,0.5,1
2018-05-14,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,4,1,3,75.0,0.0,0
2018-05-14,WH_SOUTH,South FC,CAR_B,Carrier B,fast,3,3,0,0.0,0.0,0
2018-05-14,WH_SOUTH,South FC,CAR_B,Carrier B,standard,6,2,4,66.67,3.17,1
2018-05-14,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,1,1,0,0.0,1.0,1
2018-05-14,WH_SOUTH,South FC,CAR_C,Carrier C,fast,4,3,1,25.0,0.25,1
2018-05-14,WH_SOUTH,South FC,CAR_C,Carrier C,standard,7,7,0,0.0,1.71,1
2018-05-14,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,4,1,3,75.0,0.0,0
2018-05-14,WH_SOUTH,South FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-14,WH_SOUTH,South FC,CAR_D,Carrier D,standard,4,4,0,0.0,0.0,0
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,20,8,12,60.0,0.85,1
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,33,25,8,24.24,0.09,1
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,46,30,16,34.78,0.63,7
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,20,8,12,60.0,1.35,4
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,31,22,9,29.03,0.29,3
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,38,23,15,39.47,2.26,5
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,21,10,11,52.38,0.57,2
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,18,15,3,16.67,1.28,4
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,16,5,11,68.75,0.88,2
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,3,1,2,66.67,2.33,1
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,14,7,7,50.0,0.29,1
2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,20,13,7,35.0,0.0,0
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,2,2,0,0.0,0.0,0
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bulky,2,2,0,0.0,5.5,2
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,4,4,0,0.0,0.0,0
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,bulky,2,1,1,50.0,2.0,1
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,2,2,0,0.0,0.0,0
2018-05-15,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,4,3,1,25.0,0.0,0
2018-05-15,WH_NORTH,North FC,CAR_A,Carrier A,fast,1,1,0,0.0,8.0,1
2018-05-15,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,8,3,5,62.5,2.5,2
2018-05-15,WH_SOUTH,South FC,CAR_A,Carrier A,fast,4,3,1,25.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_A,Carrier A,standard,2,2,0,0.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,1,0,1,100.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_B,Carrier B,fast,5,5,0,0.0,1.0,1
2018-05-15,WH_SOUTH,South FC,CAR_B,Carrier B,standard,9,7,2,22.22,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,2,1,1,50.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_C,Carrier C,fast,2,2,0,0.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_C,Carrier C,standard,5,5,0,0.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,3,2,1,33.33,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_D,Carrier D,fast,3,3,0,0.0,0.0,0
2018-05-15,WH_SOUTH,South FC,CAR_D,Carrier D,standard,3,3,0,0.0,0.0,0
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,27,14,13,48.15,1.11,4
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,37,25,12,32.43,1.51,4
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,31,20,11,35.48,0.45,2
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,26,9,17,65.38,0.19,2
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,33,26,7,21.21,0.24,3
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,33,20,13,39.39,0.67,5
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,14,7,7,50.0,1.0,1
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,24,18,6,25.0,0.38,3
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,28,21,7,25.0,1.79,4
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,7,2,5,71.43,0.0,0
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,11,9,2,18.18,2.18,2
2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,11,8,3,27.27,0.27,1
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,3,3,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,bulky,1,0,1,100.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,2,2,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,2,2,0,0.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bulky,2,0,2,100.0,0.0,0
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,3,3,0,0.0,2.67,1
2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,2,2,0,0.0,0.0,0
2018-05-16,WH_NORTH,North FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-05-16,WH_NORTH,North FC,CAR_B,Carrier B,bulky,1,1,0,0.0,0.0,0
2018-05-16,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-05-16,WH_NORTH,North FC,CAR_B,Carrier B,standard,1,1,0,0.0,2.0,1
2018-05-16,WH_NORTH,North FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-05-16,WH_NORTH,North FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,2,2,0,0.0,7.0,2
2018-05-16,WH_SOUTH,South FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_A,Carrier A,standard,9,6,3,33.33,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,4,4,0,0.0,2.0,1
2018-05-16,WH_SOUTH,South FC,CAR_B,Carrier B,fast,4,4,0,0.0,0.5,1
2018-05-16,WH_SOUTH,South FC,CAR_B,Carrier B,standard,10,10,0,0.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,4,3,1,25.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_C,Carrier C,standard,2,1,1,50.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,2,1,1,50.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_D,Carrier D,fast,2,2,0,0.0,0.0,0
2018-05-16,WH_SOUTH,South FC,CAR_D,Carrier D,standard,3,2,1,33.33,1.33,1
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,23,13,10,43.48,2.0,4
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,32,29,3,9.38,0.56,4
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,36,21,15,41.67,0.39,3
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,18,9,9,50.0,1.39,3
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,27,23,4,14.81,1.19,7
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,40,28,12,30.0,0.88,8
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,24,12,12,50.0,0.0,0
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,24,22,2,8.33,0.58,2
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,27,19,8,29.63,0.67,2
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,6,3,3,50.0,0.0,0
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,13,9,4,30.77,0.0,0
2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,12,9,3,25.0,2.08,3
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,2,2,0,0.0,0.0,0
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,2,2,0,0.0,5.5,2
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bulky,2,1,1,50.0,0.5,1
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-17,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,2,2,0,0.0,1.5,1
2018-05-17,WH_NORTH,North FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-05-17,WH_NORTH,North FC,CAR_D,Carrier D,bulky,1,1,0,0.0,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,2,2,0,0.0,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_A,Carrier A,fast,3,3,0,0.0,0.67,1
2018-05-17,WH_SOUTH,South FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,6,6,0,0.0,0.67,1
2018-05-17,WH_SOUTH,South FC,CAR_B,Carrier B,fast,3,3,0,0.0,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_B,Carrier B,standard,3,2,1,33.33,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,1,1,0,0.0,1.0,1
2018-05-17,WH_SOUTH,South FC,CAR_C,Carrier C,fast,2,2,0,0.0,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_C,Carrier C,standard,3,2,1,33.33,1.33,1
2018-05-17,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,1,1,0,0.0,0.0,0
2018-05-17,WH_SOUTH,South FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,13,7,6,46.15,1.38,3
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,24,23,1,4.17,0.58,3
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,24,17,7,29.17,0.38,4
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,20,10,10,50.0,1.7,5
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,19,19,0,0.0,1.11,2
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,21,13,8,38.1,0.76,4
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,6,3,3,50.0,0.0,0
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,18,16,2,11.11,0.83,2
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,15,11,4,26.67,0.0,0
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,8,4,4,50.0,0.13,1
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,4,4,0,0.0,1.0,1
2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,12,9,3,25.0,2.0,3
2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,1,1,0,0.0,5.0,1
2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,bulky,1,1,0,0.0,5.0,1
2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,1,1,0,0.0,1.0,1
2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,2,2,0,0.0,11.5,2
2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bulky,2,2,0,0.0,0.0,0
2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-18,WH_NORTH,North FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,4,3,1,25.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,7,7,0,0.0,0.71,1
2018-05-18,WH_SOUTH,South FC,CAR_B,Carrier B,standard,2,2,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,1,1,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_C,Carrier C,fast,3,3,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_C,Carrier C,standard,3,3,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,3,3,0,0.0,0.0,0
2018-05-18,WH_SOUTH,South FC,CAR_D,Carrier D,fast,2,2,0,0.0,3.0,1
2018-05-18,WH_SOUTH,South FC,CAR_D,Carrier D,standard,2,2,0,0.0,0.0,0
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,16,12,4,25.0,0.25,2
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,22,22,0,0.0,0.18,2
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,28,21,7,25.0,0.29,2
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,17,9,8,47.06,0.47,1
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,25,24,1,4.0,0.08,1
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,20,16,4,20.0,0.95,4
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,9,5,4,44.44,0.11,1
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,10,9,1,10.0,0.2,1
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,20,13,7,35.0,0.1,1
2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,6,4,2,33.33,0.17,1
