shipment_id,order_id,order_purchase_date,delivered_customer_date,estimated_delivery_date,warehouse_id,warehouse_name,carrier_id,carrier_name,category_name,sla_tier,actual_delivery_days,estimated_delivery_days,sla_target_days,delay_days,sla_breach_flag,real_late_delivery_flag,issue_type,quality_issue_flag,anomaly_flag
ship_e2a45d61a460b659878a89fe8f88b5fc,e2a45d61a460b659878a89fe8f88b5fc,2018-04-23,2018-05-02,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,informatica_acessorios,fast,9,18,3,0,true,false,none,false,none
ship_e2d027e2358cd57b0616adc9ced4c560,e2d027e2358cd57b0616adc9ced4c560,2018-04-23,2018-05-03,2018-05-25,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,fast,10,32,3,0,true,false,none,false,none
ship_e3229814a5d932778d6a52c6816715f1,e3229814a5d932778d6a52c6816715f1,2018-04-23,2018-04-26,2018-05-10,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,3,17,3,0,false,false,none,false,none
ship_e3428550b3108fe268fe36e8247a49cb,e3428550b3108fe268fe36e8247a49cb,2018-04-23,2018-04-25,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,casa_construcao,bulky,2,18,8,0,false,false,none,false,none
ship_e3e54348392f8105ec69356675788604,e3e54348392f8105ec69356675788604,2018-04-23,2018-05-01,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,informatica_acessorios,fast,8,28,3,0,true,false,none,false,none
ship_e470c6e4248f6c0e6b0c0567de82123f,e470c6e4248f6c0e6b0c0567de82123f,2018-04-23,2018-05-02,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cama_mesa_banho,bulky,9,23,8,0,true,false,none,false,none
ship_e5b56ce7a1b3dd73d7425145a4319df5,e5b56ce7a1b3dd73d7425145a4319df5,2018-04-23,2018-04-27,2018-05-08,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,4,15,5,0,false,false,none,false,none
ship_e5c8cf4dd91786f33a0f1c96ef1eda19,e5c8cf4dd91786f33a0f1c96ef1eda19,2018-04-23,2018-05-04,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,casa_construcao,bulky,11,25,8,0,true,false,none,false,none
ship_e6f9a5b68fb526cd3212c1bb62436c83,e6f9a5b68fb526cd3212c1bb62436c83,2018-04-23,2018-04-25,2018-05-07,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,automotivo,standard,2,14,5,0,false,false,none,false,none
ship_e7938bd84b6b7a281bce96a5bc2340f8,e7938bd84b6b7a281bce96a5bc2340f8,2018-04-23,2018-05-10,2018-05-23,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,17,30,3,0,true,false,failed,true,none
ship_e83f4ca0e182aa00e538e354aea8a6a8,e83f4ca0e182aa00e538e354aea8a6a8,2018-04-23,2018-05-07,2018-05-07,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,relogios_presentes,fast,14,14,3,0,true,false,none,false,none
ship_e892eede814b151cc44aa21a6ecd1200,e892eede814b151cc44aa21a6ecd1200,2018-04-23,2018-05-01,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_decoracao,bulky,8,24,8,0,false,false,none,false,none
ship_e8a9b36dea36cc9c246000b8c7cca976,e8a9b36dea36cc9c246000b8c7cca976,2018-04-23,2018-04-25,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,cama_mesa_banho,bulky,2,18,8,0,false,false,none,false,none
ship_e8d5ac327490a6d1580be779a264c2fb,e8d5ac327490a6d1580be779a264c2fb,2018-04-23,2018-04-27,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,esporte_lazer,standard,4,18,5,0,false,false,none,false,none
ship_e9ceeecaa2923bd7ba1ffa607fb0f9fe,e9ceeecaa2923bd7ba1ffa607fb0f9fe,2018-04-23,2018-05-03,2018-05-21,WH_SOUTH,South FC,CAR_D,Carrier D,moveis_decoracao,bulky,10,28,8,0,true,false,none,false,none
ship_ecc812c240c4f03824a3c5d7e3b6d351,ecc812c240c4f03824a3c5d7e3b6d351,2018-04-23,2018-05-03,2018-05-09,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,moveis_decoracao,bulky,10,16,8,0,true,false,none,false,none
ship_ee482a8248d67e42aa1105d14a941a47,ee482a8248d67e42aa1105d14a941a47,2018-04-23,2018-05-31,2018-05-28,WH_NORTH,North FC,CAR_C,Carrier C,informatica_acessorios,fast,38,35,3,3,true,true,none,false,none
ship_ee5cda8e001e5e116ecfadae037c5b1e,ee5cda8e001e5e116ecfadae037c5b1e,2018-04-23,2018-05-03,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,10,24,8,0,true,false,none,false,none
ship_f05aaa145a323239764fc5948997db58,f05aaa145a323239764fc5948997db58,2018-04-23,2018-05-02,2018-05-08,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,telefonia,fast,9,15,3,0,true,false,none,false,none
ship_f32ac9e04d057c043017dc54d5fcd9da,f32ac9e04d057c043017dc54d5fcd9da,2018-04-23,2018-04-30,2018-05-23,WH_SOUTH,South FC,CAR_A,Carrier A,perfumaria,fast,7,30,3,0,true,false,none,false,none
ship_f3b74114022a0413aff30103cdea2cd9,f3b74114022a0413aff30103cdea2cd9,2018-04-23,2018-05-03,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,utilidades_domesticas,standard,10,23,5,0,true,false,none,false,none
ship_f43e5eafabf8b91d5bf98e478fe28cff,f43e5eafabf8b91d5bf98e478fe28cff,2018-04-23,2018-05-08,2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,automotivo,standard,15,22,5,0,true,false,none,false,none
ship_f4c8338a46de11977d4378c185a9dbaf,f4c8338a46de11977d4378c185a9dbaf,2018-04-23,2018-05-07,2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,relogios_presentes,fast,14,22,3,0,true,false,none,false,none
ship_f65a0c0fc75a9ddad01b101ed5ae2e38,f65a0c0fc75a9ddad01b101ed5ae2e38,2018-04-23,2018-05-02,2018-05-23,WH_SOUTH,South FC,CAR_A,Carrier A,fashion_bolsas_e_acessorios,fast,9,30,3,0,true,false,none,false,none
ship_f6d9d80848e37799351f1ff4040e67cd,f6d9d80848e37799351f1ff4040e67cd,2018-04-23,2018-04-26,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,3,18,3,0,false,false,none,false,none
ship_f7fd9088963ee4f442fd642219d80fb5,f7fd9088963ee4f442fd642219d80fb5,2018-04-23,2018-05-01,2018-05-17,WH_SOUTH,South FC,CAR_A,Carrier A,moveis_decoracao,bulky,8,24,8,0,false,false,none,false,none
ship_f80bab3b47910373b5d3a4a4963192e6,f80bab3b47910373b5d3a4a4963192e6,2018-04-23,2018-04-30,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,perfumaria,fast,7,23,3,0,true,false,none,false,none
ship_f843ccac0632c0896595e1b790d93733,f843ccac0632c0896595e1b790d93733,2018-04-23,2018-05-02,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,informatica_acessorios,fast,9,25,3,0,true,false,none,false,none
ship_f8631b34c3dfdad3833c611007f62455,f8631b34c3dfdad3833c611007f62455,2018-04-23,2018-05-02,2018-05-14,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bebes,standard,9,21,5,0,true,false,none,false,none
ship_faa068942b581bc31538abdea52e6f35,faa068942b581bc31538abdea52e6f35,2018-04-23,2018-05-07,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,14,24,3,0,true,false,none,false,none
ship_fbaee591810d3fe0adba011d245616e2,fbaee591810d3fe0adba011d245616e2,2018-04-23,2018-05-07,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,relogios_presentes,fast,14,28,3,0,true,false,none,false,none
ship_fc835bbe9e62085b1e8a5d1556bc6065,fc835bbe9e62085b1e8a5d1556bc6065,2018-04-23,2018-05-02,2018-05-14,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,ferramentas_jardim,bulky,9,21,8,0,true,false,none,false,none
ship_fd3d5d5f83a8dc51d0acbca416b5e7b6,fd3d5d5f83a8dc51d0acbca416b5e7b6,2018-04-23,2018-05-11,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_decoracao,bulky,18,28,8,0,true,false,none,false,none
ship_ff29c7cdeea12d00d7b40d4879cce688,ff29c7cdeea12d00d7b40d4879cce688,2018-04-23,2018-05-08,2018-05-15,WH_SOUTH,South FC,CAR_B,Carrier B,esporte_lazer,standard,15,22,5,0,true,false,none,false,none
ship_ffd6f465cab015b452d398ac1f5d978a,ffd6f465cab015b452d398ac1f5d978a,2018-04-23,2018-05-03,2018-05-29,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,artigos_de_natal,standard,10,36,5,0,true,false,wrong,true,none
ship_fffc94f6ce00a00581880bf54a75a037,fffc94f6ce00a00581880bf54a75a037,2018-04-23,2018-05-10,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,17,25,5,0,true,false,none,false,none
ship_007bbb40c95870c0f75a7855f2636c65,007bbb40c95870c0f75a7855f2636c65,2018-04-24,2018-04-26,2018-05-07,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cama_mesa_banho,bulky,2,13,8,0,false,false,none,false,none
ship_0123a055aa66357326dd6db066592a7d,0123a055aa66357326dd6db066592a7d,2018-04-24,2018-04-30,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,ferramentas_jardim,bulky,6,17,8,0,false,false,none,false,none
ship_01b02139ac5f79a5de2c56284af7bb3e,01b02139ac5f79a5de2c56284af7bb3e,2018-04-24,2018-05-02,2018-05-10,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,unknown,standard,8,16,5,0,true,false,none,false,none
ship_02a065131a2d2b72b45e2c63135606ad,02a065131a2d2b72b45e2c63135606ad,2018-04-24,2018-05-04,2018-05-18,WH_SOUTH,South FC,CAR_B,Carrier B,moveis_decoracao,bulky,10,24,8,0,true,false,none,false,none
ship_0510fbef17088fdb22eed8b459322c62,0510fbef17088fdb22eed8b459322c62,2018-04-24,2018-04-26,2018-05-03,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,esporte_lazer,standard,2,9,5,0,false,false,none,false,none
ship_057c9f435d8e14fda9a72b7bbf8b381d,057c9f435d8e14fda9a72b7bbf8b381d,2018-04-24,2018-05-02,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,8,27,5,0,true,false,none,false,none
ship_062682155c454b125c630e1deebff4ea,062682155c454b125c630e1deebff4ea,2018-04-24,2018-05-02,2018-05-14,WH_SOUTH,South FC,CAR_B,Carrier B,unknown,standard,8,20,5,0,true,false,missing,true,none
ship_071b93a866ff2f7302f456e6bba8c9c7,071b93a866ff2f7302f456e6bba8c9c7,2018-04-24,2018-05-02,2018-05-24,WH_SOUTH,South FC,CAR_B,Carrier B,agro_industria_e_comercio,standard,8,30,5,0,true,false,none,false,none
ship_0905da36ee109b78ec1a3c9e089148a0,0905da36ee109b78ec1a3c9e089148a0,2018-04-24,2018-05-11,2018-05-29,WH_NORTH,North FC,CAR_A,Carrier A,portateis_casa_forno_e_cafe,standard,17,35,5,0,true,false,none,false,none
ship_09575d6ffa589cae127ff0e6c1b974ed,09575d6ffa589cae127ff0e6c1b974ed,2018-04-24,2018-05-08,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,telefonia,fast,14,23,3,0,true,false,none,false,none
ship_09854629eee79bc8d606247198ae822b,09854629eee79bc8d606247198ae822b,2018-04-24,2018-05-08,2018-05-21,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,esporte_lazer,standard,14,27,5,0,true,false,none,false,none
ship_0c7207c23f4eb8c3b374c9b6f11d75b7,0c7207c23f4eb8c3b374c9b6f11d75b7,2018-04-24,2018-05-16,2018-05-28,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,relogios_presentes,fast,22,34,3,0,true,false,none,false,none
ship_0d711a2c41f1b93655be1666ddcae684,0d711a2c41f1b93655be1666ddcae684,2018-04-24,2018-05-15,2018-06-07,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,21,44,3,0,true,false,none,false,none
ship_0db6ccc5c835057ef7f585066ec9f7ca,0db6ccc5c835057ef7f585066ec9f7ca,2018-04-24,2018-05-07,2018-05-23,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,informatica_acessorios,fast,13,29,3,0,true,false,none,false,none
ship_0e59758c67cf787fa8b8be982b41686e,0e59758c67cf787fa8b8be982b41686e,2018-04-24,2018-04-27,2018-05-08,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,3,14,5,0,false,false,none,false,none
ship_0ff527b55e45686048447523eccdcf1d,0ff527b55e45686048447523eccdcf1d,2018-04-24,2018-05-08,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,14,24,3,0,true,false,none,false,none
ship_125f791fad1cb7d8545189f70f1be885,125f791fad1cb7d8545189f70f1be885,2018-04-24,2018-05-17,2018-05-18,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,informatica_acessorios,fast,23,24,3,0,true,false,damaged,true,none
ship_130d0e27289efce0e9d8d74c3c1d43b8,130d0e27289efce0e9d8d74c3c1d43b8,2018-04-24,2018-05-01,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,7,22,5,0,true,false,none,false,none
ship_1324f45d0fb5d5f8c818cc7e95242523,1324f45d0fb5d5f8c818cc7e95242523,2018-04-24,2018-05-07,2018-05-16,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,beleza_saude,fast,13,22,3,0,true,false,none,false,none
ship_14272800e054af4a7886796fd6b65593,14272800e054af4a7886796fd6b65593,2018-04-24,2018-04-30,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,moveis_escritorio,bulky,6,23,8,0,false,false,none,false,none
ship_14af65d7109058f32b35ed10a594cfc0,14af65d7109058f32b35ed10a594cfc0,2018-04-24,2018-05-03,2018-05-22,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,9,28,3,0,true,false,none,false,none
ship_152e3e1d1cd5a952b1f4049ff29ab695,152e3e1d1cd5a952b1f4049ff29ab695,2018-04-24,2018-05-04,2018-05-25,WH_SOUTH,South FC,CAR_B,Carrier B,relogios_presentes,fast,10,31,3,0,true,false,none,false,none
ship_15c2d2803c9a7a4ba8f528a65814848d,15c2d2803c9a7a4ba8f528a65814848d,2018-04-24,2018-04-30,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,fast,6,23,3,0,true,false,none,false,none
ship_15e6497ab9865c5fa8de6a7983e1fc4d,15e6497ab9865c5fa8de6a7983e1fc4d,2018-04-24,2018-05-02,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,8,23,5,0,true,false,none,false,none
ship_16a182d2e328e5f0b3252d367e17bc14,16a182d2e328e5f0b3252d367e17bc14,2018-04-24,2018-05-01,2018-05-10,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,ferramentas_jardim,bulky,7,16,8,0,false,false,none,false,none
ship_16e233a1bc2e990959d5d28a9f4dab53,16e233a1bc2e990959d5d28a9f4dab53,2018-04-24,2018-05-09,2018-05-22,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,utilidades_domesticas,standard,15,28,5,0,true,false,none,false,none
ship_1aebe3f95567c145e96f6139896e6ea6,1aebe3f95567c145e96f6139896e6ea6,2018-04-24,2018-05-07,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,automotivo,standard,13,23,5,0,true,false,failed,true,none
ship_1af215a28c496e6d38edbd01e261f044,1af215a28c496e6d38edbd01e261f044,2018-04-24,2018-04-30,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_decoracao,bulky,6,23,8,0,false,false,none,false,none
ship_1d8e763e8c1932624e855ff0c5240d02,1d8e763e8c1932624e855ff0c5240d02,2018-04-24,2018-05-18,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,automotivo,standard,24,27,5,0,true,false,none,false,none
ship_1efe916e0147732877ae7c2ae6a245ba,1efe916e0147732877ae7c2ae6a245ba,2018-04-24,2018-05-10,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,eletrodomesticos_2,bulky,16,24,8,0,true,false,none,false,none
ship_20250e9079690179b43a7f05255164ac,20250e9079690179b43a7f05255164ac,2018-04-24,2018-04-30,2018-05-15,WH_SOUTH,South FC,CAR_B,Carrier B,utilidades_domesticas,standard,6,21,5,0,true,false,none,false,none
ship_206e1fade437516f330a8f63e3816076,206e1fade437516f330a8f63e3816076,2018-04-24,2018-05-09,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,15,17,5,0,true,false,none,false,none
ship_21dcd7ede33a335560d594e78f70499b,21dcd7ede33a335560d594e78f70499b,2018-04-24,2018-05-02,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,8,17,3,0,true,false,none,false,none
ship_233d8268d51e023c7a65edd9cb24de49,233d8268d51e023c7a65edd9cb24de49,2018-04-24,2018-04-30,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,cama_mesa_banho,bulky,6,23,8,0,false,false,none,false,none
ship_2343154aea8ab8651aa8c95f4ec40846,2343154aea8ab8651aa8c95f4ec40846,2018-04-24,2018-04-28,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,brinquedos,standard,4,22,5,0,false,false,none,false,none
ship_2464d9eccd0f742157e3387578dd27b7,2464d9eccd0f742157e3387578dd27b7,2018-04-24,2018-05-03,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,relogios_presentes,fast,9,23,3,0,true,false,none,false,none
ship_24950e3fcd92f8ec85a91644c7252eb9,24950e3fcd92f8ec85a91644c7252eb9,2018-04-24,2018-05-02,2018-05-21,WH_SOUTH,South FC,CAR_A,Carrier A,cama_mesa_banho,bulky,8,27,8,0,false,false,none,false,none
ship_24abde75980ca7fd4234cc23e098c2ee,24abde75980ca7fd4234cc23e098c2ee,2018-04-24,2018-05-04,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,telefonia,fast,10,24,3,0,true,false,none,false,none
ship_26f1a21b851baef4f3bb1ea83c9ba962,26f1a21b851baef4f3bb1ea83c9ba962,2018-04-24,2018-05-16,2018-05-18,WH_SOUTH,South FC,CAR_C,Carrier C,eletronicos,fast,22,24,3,0,true,false,none,false,none
ship_2882e815bbb59314e58194adf2fe61e3,2882e815bbb59314e58194adf2fe61e3,2018-04-24,2018-04-30,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,telefonia,fast,6,23,3,0,true,false,none,false,none
ship_295925037780bbbf9d7a2294087693bc,295925037780bbbf9d7a2294087693bc,2018-04-24,2018-05-04,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_decoracao,bulky,10,22,8,0,true,false,none,false,none
ship_29a644536f583fb95f772df6031b0057,29a644536f583fb95f772df6031b0057,2018-04-24,2018-05-02,2018-05-08,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,beleza_saude,fast,8,14,3,0,true,false,none,false,none
ship_2ab2d565315e05cc62d7462113cc1ff0,2ab2d565315e05cc62d7462113cc1ff0,2018-04-24,2018-05-03,2018-05-23,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,9,29,5,0,true,false,none,false,none
ship_2ba265d6ef87c9d7e11c3e3b142b3136,2ba265d6ef87c9d7e11c3e3b142b3136,2018-04-24,2018-04-30,2018-05-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,6,10,5,0,true,false,none,false,none
ship_2e120d53ec1baa3432c6af11aa2b930c,2e120d53ec1baa3432c6af11aa2b930c,2018-04-24,2018-05-09,2018-05-23,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,ferramentas_jardim,bulky,15,29,8,0,true,false,refund,true,none
ship_2f5b7d28366c2cee7d7d9be0c23136e5,2f5b7d28366c2cee7d7d9be0c23136e5,2018-04-24,2018-05-05,2018-05-23,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cool_stuff,standard,11,29,5,0,true,false,none,false,none
ship_305c64156d718f215d3d7cdc8be8b39c,305c64156d718f215d3d7cdc8be8b39c,2018-04-24,2018-05-03,2018-05-29,WH_SOUTH,South FC,CAR_C,Carrier C,bebes,standard,9,35,5,0,true,false,failed,true,none
ship_309b9de8813533826a3005f94bee92b9,309b9de8813533826a3005f94bee92b9,2018-04-24,2018-05-04,2018-05-23,WH_SOUTH,South FC,CAR_B,Carrier B,moveis_decoracao,bulky,10,29,8,0,true,false,missing,true,none
ship_30f953550693db6ca376d49de5533bd1,30f953550693db6ca376d49de5533bd1,2018-04-24,2018-05-05,2018-05-23,WH_SOUTH,South FC,CAR_D,Carrier D,climatizacao,bulky,11,29,8,0,true,false,none,false,none
ship_314fc0121ed16cbe4f7979e96f3768ef,314fc0121ed16cbe4f7979e96f3768ef,2018-04-24,2018-05-02,2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cool_stuff,standard,8,21,5,0,true,false,none,false,none
ship_320813dcc3e72dde1f71f78632a3b5d5,320813dcc3e72dde1f71f78632a3b5d5,2018-04-24,2018-04-25,2018-05-10,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,1,16,5,0,false,false,none,false,none
ship_321c2c691df365d1219bbd6cd6257f11,321c2c691df365d1219bbd6cd6257f11,2018-04-24,2018-04-28,2018-05-03,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,perfumaria,fast,4,9,3,0,true,false,none,false,none
ship_35490431b95a5ac679998ad3d2de2d9a,35490431b95a5ac679998ad3d2de2d9a,2018-04-24,2018-05-09,2018-05-16,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,relogios_presentes,fast,15,22,3,0,true,false,none,false,none
ship_377696852de6926eeb2b8322d847a15b,377696852de6926eeb2b8322d847a15b,2018-04-24,2018-05-10,2018-05-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,livros_tecnicos,standard,16,17,5,0,true,false,none,false,none
ship_37f699e1c2746962c33774a34872fad7,37f699e1c2746962c33774a34872fad7,2018-04-24,2018-05-11,2018-05-22,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,standard,17,28,5,0,true,false,none,false,none
ship_39840651d975d5a257f08661d376e085,39840651d975d5a257f08661d376e085,2018-04-24,2018-05-03,2018-05-22,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,relogios_presentes,fast,9,28,3,0,true,false,none,false,none
ship_3aba1edcd69ec930c8c006a5e9f0854c,3aba1edcd69ec930c8c006a5e9f0854c,2018-04-24,2018-05-12,2018-05-28,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,utilidades_domesticas,standard,18,34,5,0,true,false,none,false,none
ship_3bdee9037e5c8cb41e34af539f550cb0,3bdee9037e5c8cb41e34af539f550cb0,2018-04-24,2018-05-05,2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,eletrodomesticos,bulky,11,21,8,0,true,false,none,false,none
ship_3bf31ab7902ee8a53800c1f3d57651eb,3bf31ab7902ee8a53800c1f3d57651eb,2018-04-24,2018-05-09,2018-05-15,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,brinquedos,standard,15,21,5,0,true,false,none,false,none
ship_3d05beaecc79d768517b2542c5ffb040,3d05beaecc79d768517b2542c5ffb040,2018-04-24,2018-04-26,2018-05-10,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,eletronicos,fast,2,16,3,0,false,false,none,false,none
ship_3d0edcf47a5092f12524fc91a5fbdaee,3d0edcf47a5092f12524fc91a5fbdaee,2018-04-24,2018-05-08,2018-05-28,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,alimentos,standard,14,34,5,0,true,false,none,false,none
ship_3e4c1f31ec362fab325d2bd1201a7c0a,3e4c1f31ec362fab325d2bd1201a7c0a,2018-04-24,2018-05-04,2018-05-24,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,fast,10,30,3,0,true,false,none,false,none
ship_3ee6513ae7ea23bdfab5b9ab60bffcb5,3ee6513ae7ea23bdfab5b9ab60bffcb5,2018-04-24,2018-05-07,2018-05-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,construcao_ferramentas_construcao,bulky,13,23,8,0,true,false,none,false,none
ship_42c64cc151114d60842f051a943f89f9,42c64cc151114d60842f051a943f89f9,2018-04-24,2018-05-15,2018-05-25,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_escritorio,bulky,21,31,8,0,true,false,none,false,none
ship_42f588ddba9adc3d28e2f48face444fc,42f588ddba9adc3d28e2f48face444fc,2018-04-24,2018-05-03,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,9,27,3,0,true,false,none,false,none
ship_456abfc526bb8973d425ea0134a6e311,456abfc526bb8973d425ea0134a6e311,2018-04-24,2018-05-22,2018-05-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_sala,bulky,28,24,8,4,true,true,none,false,none
ship_4620d9ef6b668ab50248cec23ba52f89,4620d9ef6b668ab50248cec23ba52f89,2018-04-24,2018-04-30,2018-05-21,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fashion_bolsas_e_acessorios,fast,6,27,3,0,true,false,none,false,none
ship_493e8e1cbab42239778580dfb102b213,493e8e1cbab42239778580dfb102b213,2018-04-24,2018-05-03,2018-05-10,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,telefonia,fast,9,16,3,0,true,false,none,false,none
ship_493f708b1e1209147ca4bea838be1148,493f708b1e1209147ca4bea838be1148,2018-04-24,2018-05-04,2018-06-01,WH_SOUTH,South FC,CAR_A,Carrier A,cool_stuff,standard,10,38,5,0,true,false,none,false,none
ship_4abc781b3e88962a7e098bcb42ed44c6,4abc781b3e88962a7e098bcb42ed44c6,2018-04-24,2018-05-09,2018-06-05,WH_NORTH,North FC,CAR_A,Carrier A,construcao_ferramentas_construcao,bulky,15,42,8,0,true,false,none,false,none
ship_4b8790aad555862909b489f99383b16c,4b8790aad555862909b489f99383b16c,2018-04-24,2018-05-21,2018-06-01,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_escritorio,bulky,27,38,8,0,true,false,none,false,none
ship_4c0bc0ca54c4656b765b25b111eca0b0,4c0bc0ca54c4656b765b25b111eca0b0,2018-04-24,2018-05-18,2018-05-25,WH_SOUTH,South FC,CAR_C,Carrier C,cama_mesa_banho,bulky,24,31,8,0,true,false,none,false,none
